epoch,accuracy,loss,val_accuracy,val_loss
33,0.8132940530776978,1.005751132965088,0.8653358817100525,0.7767032384872437
34,0.8197522163391113,0.9766684770584106,0.8655338883399963,0.7702648043632507
35,0.8239520192146301,0.9536737203598022,0.8671973943710327,0.758480429649353
36,0.8279405236244202,0.9293107986450195,0.8662468194961548,0.7511438727378845
37,0.832140326499939,0.9117525219917297,0.8692569732666016,0.7355320453643799
38,0.8369343876838684,0.8883772492408752,0.8714749813079834,0.7244802117347717
39,0.8396550416946411,0.8715032935142517,0.8710789084434509,0.7164519429206848
40,0.8443567156791687,0.8513281345367432,0.8741286396980286,0.7052924036979675
41,0.8472490310668945,0.8370518684387207,0.875633716583252,0.6951130032539368
42,0.8508809208869934,0.8159343004226685,0.8772180080413818,0.6897900104522705
43,0.8554636836051941,0.7969375252723694,0.8772972226142883,0.6818071603775024
44,0.8577221035957336,0.7824630737304688,0.8787230849266052,0.6728329062461853
45,0.8621463775634766,0.7669817209243774,0.879713237285614,0.6651087403297424
46,0.8648934364318848,0.7483592629432678,0.8798320889472961,0.6570268273353577
47,0.8679706454277039,0.735667884349823,0.880505383014679,0.6545209884643555
48,0.8695554733276367,0.7211530208587646,0.8809014558792114,0.6502878069877625
49,0.8732929825782776,0.7058359980583191,0.8819708228111267,0.6391828060150146
50,0.8762909770011902,0.693014919757843,0.8814559578895569,0.637736976146698
51,0.8777437210083008,0.68329918384552,0.8835155367851257,0.6282106637954712
52,0.8817850351333618,0.6654554605484009,0.8837135434150696,0.625145673751831
53,0.8849679231643677,0.6500688791275024,0.8836739659309387,0.6245505213737488
54,0.8865527510643005,0.6405608654022217,0.884268045425415,0.6191250681877136
55,0.8895111083984375,0.6279082298278809,0.8841492533683777,0.6156682968139648
56,0.8908581733703613,0.6181356906890869,0.8856939077377319,0.610477089881897
57,0.8948730826377869,0.6004968285560608,0.8875158429145813,0.6039251089096069
58,0.8966824412345886,0.5893176794052124,0.8868425488471985,0.6033279895782471
59,0.8982143998146057,0.5787867903709412,0.8861691951751709,0.6035705208778381
60,0.8997596502304077,0.571752667427063,0.8875158429145813,0.5975167155265808
61,0.9045141339302063,0.5571783185005188,0.8868029117584229,0.5934740900993347
62,0.9042631983757019,0.5511460304260254,0.8888624906539917,0.588693380355835
63,0.9062442183494568,0.5401852130889893,0.8870405554771423,0.5899930000305176
64,0.9104307889938354,0.5241326093673706,0.8877534866333008,0.586796760559082
65,0.9124118685722351,0.517242431640625,0.8904467821121216,0.5778676867485046
66,0.913085401058197,0.5114361047744751,0.8892189264297485,0.5772742033004761
67,0.915805995464325,0.5014519095420837,0.8888228535652161,0.5763751268386841
68,0.9181832671165466,0.48903146386146545,0.889614999294281,0.578852653503418
69,0.9207189679145813,0.48082101345062256,0.8892585635185242,0.5765835046768188
70,0.9211283922195435,0.47256332635879517,0.8893377780914307,0.5752301216125488
71,0.9250508546829224,0.4614199101924896,0.8906447887420654,0.5716152191162109
72,0.9257376194000244,0.45702990889549255,0.8887040615081787,0.5730500221252441
73,0.9270451068878174,0.4484293758869171,0.8914369344711304,0.5685819387435913
74,0.9283525943756104,0.43873023986816406,0.8908032178878784,0.569375216960907
75,0.9298713803291321,0.43154478073120117,0.8901695013046265,0.5677011013031006
76,0.9301883578300476,0.4264591634273529,0.8910804986953735,0.5666432976722717
77,0.9342692494392395,0.41710352897644043,0.89115971326828,0.5700922012329102
78,0.9358144402503967,0.41100776195526123,0.8904467821121216,0.56833815574646
79,0.9360522031784058,0.4062173664569855,0.8904863595962524,0.5653963685035706
80,0.9377162456512451,0.3966987133026123,0.8903675675392151,0.561978280544281
81,0.9385747313499451,0.38963037729263306,0.8876742720603943,0.567877471446991
82,0.9408330917358398,0.3809822201728821,0.8931004405021667,0.560258686542511
83,0.942550003528595,0.3771548569202423,0.8915953636169434,0.5617133378982544
84,0.9420877695083618,0.37218669056892395,0.8891001343727112,0.5635473728179932
85,0.9439367055892944,0.36533594131469727,0.8902883529663086,0.5625277161598206
86,0.9471459984779358,0.3557070791721344,0.8907240033149719,0.561439037322998
87,0.9473044872283936,0.35381048917770386,0.8895357847213745,0.5662681460380554
88,0.9477139115333557,0.3486636281013489,0.89009028673172,0.5632462501525879
89,0.9499590396881104,0.34069234132766724,0.8906844258308411,0.5651043057441711
90,0.9502496123313904,0.3352148234844208,0.8905655741691589,0.5600908994674683
91,0.9515438675880432,0.33108243346214294,0.8906447887420654,0.5600939989089966
92,0.9539343118667603,0.32219722867012024,0.8917142152786255,0.5602052807807922
93,0.9540796279907227,0.32036110758781433,0.891318142414093,0.5583149790763855
94,0.9556644558906555,0.31496480107307434,0.8905655741691589,0.5696167349815369
95,0.9562851786613464,0.3093499541282654,0.8915161490440369,0.5613387227058411
96,0.957447350025177,0.3032647967338562,0.8912785053253174,0.5665408372879028
97,0.9591906666755676,0.29823601245880127,0.8912785053253174,0.5602028965950012
98,0.9588472843170166,0.2966981530189514,0.8906447887420654,0.5620220303535461
99,0.9607887268066406,0.28994664549827576,0.8905655741691589,0.5605505108833313
